time,altitude,velocity,acceleration,fuel_mass,pitch_angle,throttle,parachute,downrange,horizontal_velocity
0.05,0.11,2.19,43.817,998.63,90.0,0.3,0,0.0,0.0
0.1,0.33,4.38,43.869,997.27,90.0,0.3,0,0.0,0.0
0.15,0.66,6.58,43.918,995.9,90.0,0.3,0,0.0,0.0
0.2,1.1,8.78,43.967,994.54,90.0,0.3,0,0.0,0.0
0.25,1.65,10.98,44.013,993.17,90.0,0.3,0,0.0,0.0
0.3,2.3,13.18,44.058,991.81,90.0,0.3,0,0.0,0.0
0.35,3.07,15.39,44.101,990.44,90.0,0.3,0,0.0,0.0
0.4,3.95,17.59,44.142,989.07,90.0,0.3,0,0.0,0.0
0.45,4.94,19.8,44.182,987.71,90.0,0.3,0,0.0,0.0
0.5,6.04,22.01,44.22,986.34,90.0,0.3,0,0.0,0.0
0.55,7.26,24.23,44.256,984.98,90.0,0.3,0,0.0,0.0
0.6,8.58,26.44,44.29,983.61,90.0,0.3,0,0.0,0.0
0.65,10.01,28.66,44.323,982.25,90.0,0.3,0,0.0,0.0
0.7,11.55,30.88,44.353,980.88,90.0,0.3,0,0.0,0.0
0.75,13.21,33.09,44.382,979.51,90.0,0.3,0,0.0,0.0
0.8,14.98,35.32,44.41,978.15,90.0,0.3,0,0.0,0.0
0.85,16.85,37.54,44.435,976.78,90.0,0.3,0,0.0,0.0
0.9,18.84,39.76,44.459,975.42,90.0,0.3,0,0.0,0.0
0.95,20.94,41.98,44.48,974.05,90.0,0.3,0,0.0,0.0
1.0,23.15,44.21,44.5,972.69,90.0,0.3,0,0.0,0.01
1.05,25.47,46.43,44.518,971.32,90.0,0.3,0,0.0,0.01
1.1,27.9,48.66,44.535,969.95,90.0,0.3,0,0.0,0.01
1.15,30.45,50.89,44.549,968.59,90.0,0.3,0,0.0,0.01
1.2,33.1,53.12,44.562,967.22,90.0,0.3,0,0.0,0.01
1.25,35.87,55.35,44.572,965.86,90.0,0.3,0,0.0,0.01
1.3,38.75,57.57,44.581,964.49,90.0,0.3,0,0.0,0.01
1.35,41.74,59.8,44.588,963.13,90.0,0.3,0,0.0,0.01
1.4,44.84,62.03,44.593,961.76,90.0,0.3,0,0.01,0.01
1.45,48.06,64.26,44.597,960.39,90.0,0.3,0,0.01,0.01
1.5,51.38,66.49,44.598,959.03,90.0,0.3,0,0.01,0.01
1.55,54.82,68.72,44.597,957.66,90.0,0.3,0,0.01,0.01
1.6,58.36,70.95,44.595,956.3,90.0,0.3,0,0.01,0.01
1.65,62.02,73.18,44.591,954.93,90.0,0.3,0,0.01,0.01
1.7,65.79,75.41,44.584,953.57,90.0,0.3,0,0.01,0.01
1.75,69.68,77.64,44.576,952.2,90.0,0.3,0,0.01,0.01
1.8,73.67,79.87,44.566,950.83,90.0,0.3,0,0.01,0.01
1.85,77.77,82.1,44.554,949.47,90.0,0.3,0,0.01,0.01
1.9,81.99,84.32,44.541,948.1,90.0,0.3,0,0.01,0.01
1.95,86.32,86.55,44.525,946.74,90.0,0.3,0,0.01,0.01
2.0,90.76,88.78,44.507,945.37,90.0,0.3,0,0.01,0.01
2.05,95.31,91.0,44.488,944.01,90.0,0.3,0,0.01,0.01
2.1,99.97,93.22,44.466,942.64,90.0,0.3,0,0.01,0.01
2.15,104.74,95.45,44.443,941.27,90.0,0.3,0,0.01,0.01
2.2,109.62,97.67,44.418,939.91,90.0,0.3,0,0.01,0.01
2.25,114.62,99.89,44.391,938.54,90.0,0.3,0,0.01,0.01
2.3,119.72,102.1,44.362,937.18,90.0,0.3,0,0.01,0.01
2.35,124.94,104.32,44.331,935.81,90.0,0.3,0,0.01,0.01
2.4,130.27,106.54,44.298,934.45,90.0,0.3,0,0.02,0.01
2.45,135.7,108.75,44.263,933.08,90.0,0.3,0,0.02,0.01
2.5,141.25,110.96,44.227,931.71,90.0,0.3,0,0.02,0.01
2.55,146.91,113.17,44.188,930.35,90.0,0.3,0,0.02,0.01
2.6,152.68,115.38,44.148,928.98,90.0,0.3,0,0.02,0.01
2.65,158.56,117.58,44.105,927.62,90.0,0.3,0,0.02,0.01
2.7,164.55,119.78,44.061,926.25,90.0,0.3,0,0.02,0.01
2.75,170.65,121.99,44.015,924.89,90.0,0.3,0,0.02,0.01
2.8,176.86,124.18,43.967,923.52,90.0,0.3,0,0.02,0.01
2.85,183.17,126.38,43.918,922.15,90.0,0.3,0,0.02,0.02
2.9,189.6,128.57,43.866,920.79,90.0,0.3,0,0.02,0.02
2.95,196.14,130.76,43.812,919.42,90.0,0.3,0,0.02,0.02
3.0,202.79,132.95,43.757,918.06,90.0,0.3,0,0.02,0.02
3.05,209.55,135.14,43.7,916.69,90.0,0.3,0,0.03,0.02
3.1,216.41,137.32,43.641,915.33,90.0,0.3,0,0.03,0.02
3.15,223.39,139.5,43.58,913.96,90.0,0.3,0,0.03,0.02
3.2,230.47,141.67,43.517,912.59,90.0,0.3,0,0.03,0.02
3.25,237.66,143.85,43.453,911.23,90.0,0.3,0,0.03,0.02
3.3,244.96,146.02,43.386,909.86,90.0,0.3,0,0.03,0.02
3.35,252.37,148.18,43.318,908.5,90.0,0.3,0,0.03,0.02
3.4,259.89,150.34,43.248,907.13,90.0,0.3,0,0.03,0.02
3.45,267.51,152.5,43.177,905.76,90.0,0.3,0,0.03,0.02
3.5,275.25,154.66,43.103,904.4,90.0,0.3,0,0.03,0.02
3.55,283.09,156.81,43.028,903.03,90.0,0.3,0,0.03,0.02
3.6,291.04,158.96,42.951,901.67,90.0,0.3,0,0.03,0.02
3.65,299.09,161.1,42.872,900.3,90.0,0.3,0,0.04,0.02
3.7,307.25,163.24,42.792,898.94,90.0,0.3,0,0.04,0.02
3.75,315.52,165.38,42.709,897.57,90.0,0.3,0,0.04,0.02
3.8,323.9,167.51,42.625,896.2,90.0,0.3,0,0.04,0.02
3.85,332.38,169.63,42.54,894.84,90.0,0.3,0,0.04,0.02
3.9,340.97,171.76,42.452,893.47,90.0,0.3,0,0.04,0.02
3.95,349.66,173.87,42.363,892.11,90.0,0.3,0,0.04,0.02
4.0,358.46,175.99,42.272,890.74,90.0,0.3,0,0.04,0.02
4.05,367.36,178.1,42.18,889.37,90.0,0.3,0,0.04,0.02
4.1,376.37,180.2,42.086,888.01,90.0,0.3,0,0.05,0.02
4.15,385.49,182.3,41.99,886.64,90.0,0.3,0,0.05,0.02
4.2,394.71,184.4,41.893,885.28,90.0,0.3,0,0.05,0.02
4.25,404.03,186.49,41.794,883.91,90.0,0.3,0,0.05,0.02
4.3,413.46,188.57,41.693,882.55,90.0,0.3,0,0.05,0.02
4.35,422.99,190.65,41.591,881.18,90.0,0.3,0,0.05,0.02
4.4,432.63,192.72,41.488,879.81,90.0,0.3,0,0.05,0.02
4.45,442.37,194.79,41.382,878.45,90.0,0.3,0,0.05,0.02
4.5,452.21,196.86,41.276,877.08,90.0,0.3,0,0.05,0.02
4.55,462.16,198.91,41.167,875.72,90.0,0.3,0,0.06,0.02
4.6,472.21,200.97,41.057,874.35,90.0,0.3,0,0.06,0.02
4.65,482.36,203.02,40.946,872.98,90.0,0.3,0,0.06,0.03
4.7,492.61,205.06,40.833,871.62,90.0,0.3,0,0.06,0.03
4.75,502.97,207.09,40.719,870.25,90.0,0.3,0,0.06,0.03
4.8,513.42,209.16,41.394,868.89,90.0,0.3,0,0.06,0.03
4.85,523.98,211.23,41.291,867.52,90.0,0.3,0,0.06,0.03
4.9,534.65,213.29,41.185,866.15,90.0,0.3,0,0.07,0.03
4.95,545.42,215.34,41.079,864.79,90.0,0.3,0,0.07,0.03
5.0,556.29,217.39,40.971,863.42,90.0,0.3,0,0.07,0.03
5.05,567.26,219.43,40.861,862.06,90.0,0.3,0,0.07,0.03
5.1,578.33,221.47,40.751,860.69,90.0,0.3,0,0.07,0.03
5.15,589.51,223.5,40.639,859.33,90.0,0.3,0,0.07,0.03
5.2,600.78,225.53,40.525,857.96,90.0,0.3,0,0.07,0.03
5.25,612.16,227.55,40.411,856.59,90.0,0.3,0,0.08,0.03
5.3,623.64,229.56,40.295,855.23,90.0,0.3,0,0.08,0.03
5.35,635.22,231.57,40.178,853.86,90.0,0.3,0,0.08,0.03
5.4,646.89,233.57,40.059,852.5,90.0,0.3,0,0.08,0.03
5.45,658.67,235.57,39.939,851.13,90.0,0.3,0,0.08,0.03
5.5,670.55,237.56,39.818,849.76,90.0,0.3,0,0.08,0.03
5.55,682.53,239.55,39.696,848.4,90.0,0.3,0,0.08,0.03
5.6,694.61,241.53,39.573,847.03,90.0,0.3,0,0.09,0.03
5.65,706.78,243.5,39.448,845.67,90.0,0.3,0,0.09,0.03
5.7,719.05,245.46,39.322,844.3,90.0,0.3,0,0.09,0.03
5.75,731.42,247.42,39.196,842.93,90.0,0.3,0,0.09,0.03
5.8,743.89,249.38,39.067,841.57,90.0,0.3,0,0.09,0.04
5.85,756.46,251.32,38.938,840.2,90.0,0.3,0,0.1,0.04
5.9,769.12,253.26,38.808,838.84,90.0,0.3,0,0.1,0.04
5.95,781.88,255.2,38.677,837.47,90.0,0.3,0,0.1,0.04
6.0,794.74,257.13,38.544,836.1,90.0,0.3,0,0.1,0.04
6.05,807.69,259.05,38.411,834.74,90.0,0.3,0,0.1,0.04
6.1,820.74,260.96,38.276,833.37,90.0,0.3,0,0.1,0.04
6.15,833.88,262.87,38.14,832.01,90.0,0.3,0,0.11,0.04
6.2,847.12,264.77,38.004,830.64,90.0,0.3,0,0.11,0.04
6.25,860.45,266.66,37.866,829.27,90.0,0.3,0,0.11,0.04
6.3,873.88,268.55,37.727,827.91,90.0,0.3,0,0.11,0.04
6.35,887.4,270.43,37.588,826.54,90.0,0.3,0,0.11,0.04
6.4,901.02,272.3,37.447,825.18,90.0,0.3,0,0.12,0.04
6.45,914.73,274.16,37.306,823.81,90.0,0.3,0,0.12,0.04
6.5,928.53,276.02,37.163,822.44,90.0,0.3,0,0.12,0.04
6.55,942.42,277.87,37.02,821.08,90.0,0.3,0,0.12,0.04
6.6,956.41,279.72,36.876,819.71,90.0,0.3,0,0.12,0.04
6.65,970.48,281.55,36.731,818.34,90.0,0.3,0,0.13,0.04
6.7,984.65,283.38,36.585,816.98,90.0,0.3,0,0.13,0.04
6.75,998.91,285.2,36.438,815.61,90.0,0.3,0,0.13,0.04
6.8,1013.26,287.02,36.291,814.25,90.0,0.3,0,0.13,0.04
6.85,1027.71,288.83,36.142,812.88,89.93,0.3,0,0.14,0.05
6.9,1042.24,290.63,35.993,811.51,89.86,0.3,0,0.14,0.06
6.95,1056.86,292.42,35.843,810.15,89.79,0.3,0,0.14,0.07
7.0,1071.57,294.2,35.692,808.78,89.72,0.3,0,0.15,0.08
7.05,1086.37,295.98,35.54,807.42,89.64,0.3,0,0.15,0.1
7.1,1101.25,297.75,35.388,806.05,89.57,0.3,0,0.16,0.13
7.15,1116.23,299.51,35.234,804.68,89.49,0.3,0,0.17,0.16
7.2,1131.29,301.27,35.08,803.32,89.42,0.3,0,0.18,0.19
7.25,1146.44,303.01,34.925,801.95,89.34,0.3,0,0.19,0.22
7.3,1161.68,304.75,34.77,800.58,89.27,0.3,0,0.2,0.26
7.35,1177.01,306.48,34.613,799.22,89.19,0.3,0,0.22,0.31
7.4,1192.42,308.2,34.456,797.85,89.11,0.3,0,0.23,0.36
7.45,1207.91,309.92,34.298,796.49,89.04,0.3,0,0.25,0.41
7.5,1223.49,311.63,34.14,795.12,88.96,0.3,0,0.28,0.47
7.55,1239.16,313.32,33.98,793.75,88.88,0.3,0,0.3,0.53
7.6,1254.91,315.02,33.821,792.39,88.8,0.3,0,0.33,0.6
7.65,1270.74,316.7,33.66,791.02,88.73,0.3,0,0.37,0.67
7.7,1286.66,318.37,33.499,789.65,88.65,0.3,0,0.4,0.74
7.75,1302.67,320.04,33.337,788.29,88.57,0.3,0,0.45,0.82
7.8,1318.75,321.7,33.175,786.92,88.49,0.3,0,0.49,0.9
7.85,1334.92,323.35,33.012,785.56,88.41,0.3,0,0.54,0.99
7.9,1351.17,324.99,32.849,784.19,88.33,0.3,0,0.59,1.09
7.95,1367.5,326.63,32.685,782.82,88.24,0.3,0,0.65,1.18
8.0,1383.91,328.25,32.52,781.46,88.16,0.3,0,0.72,1.29
8.05,1400.4,329.87,32.355,780.09,88.08,0.3,0,0.79,1.39
8.1,1416.98,331.48,32.19,778.72,88.0,0.3,0,0.86,1.5
8.15,1433.63,333.08,32.024,777.36,87.92,0.3,0,0.94,1.62
8.2,1450.37,334.67,31.857,775.99,87.83,0.3,0,1.03,1.74
8.25,1467.18,336.26,31.69,774.63,87.75,0.3,0,1.12,1.87
8.3,1484.07,337.83,31.523,773.26,87.66,0.3,0,1.22,2.0
8.35,1501.04,339.4,31.355,771.89,87.58,0.3,0,1.33,2.13
8.4,1518.09,341.06,33.07,770.53,87.49,0.3,0,1.44,2.27
8.45,1535.23,342.7,32.909,769.16,87.41,0.3,0,1.57,2.42
8.5,1552.45,344.34,32.748,767.79,87.32,0.3,0,1.69,2.57
8.55,1569.74,345.97,32.586,766.43,87.24,0.3,0,1.83,2.73
8.6,1587.12,347.59,32.423,765.06,87.15,0.3,0,1.97,2.89
8.65,1604.58,349.2,32.261,763.7,87.06,0.3,0,2.13,3.05
8.7,1622.12,350.81,32.097,762.33,86.98,0.3,0,2.29,3.22
8.75,1639.74,352.4,31.933,760.96,86.89,0.3,0,2.46,3.4
8.8,1657.44,353.99,31.769,759.6,86.8,0.3,0,2.64,3.58
8.85,1675.22,355.57,31.604,758.23,86.71,0.3,0,2.83,3.77
8.9,1693.08,357.14,31.439,756.86,86.62,0.3,0,3.02,3.96
8.95,1711.01,358.71,31.274,755.5,86.53,0.3,0,3.23,4.15
9.0,1729.03,360.26,31.108,754.13,86.44,0.3,0,3.45,4.36
9.05,1747.12,361.81,30.942,752.76,86.35,0.3,0,3.68,4.56
9.1,1765.29,363.35,30.775,751.4,86.26,0.3,0,3.92,4.78
9.15,1783.53,364.88,30.608,750.03,86.17,0.3,0,4.17,4.99
9.2,1801.85,366.4,30.441,748.66,86.08,0.3,0,4.43,5.22
9.25,1820.25,367.91,30.273,747.3,85.99,0.3,0,4.7,5.45
9.3,1838.72,369.42,30.105,745.93,85.9,0.3,0,4.98,5.68
9.35,1857.26,370.92,29.937,744.57,85.81,0.3,0,5.28,5.92
9.4,1875.88,372.41,29.768,743.2,85.71,0.3,0,5.59,6.17
9.45,1894.58,373.89,29.6,741.83,85.62,0.3,0,5.91,6.42
9.5,1913.34,375.36,29.431,740.47,85.53,0.3,0,6.24,6.67
9.55,1932.19,376.82,29.261,739.1,85.43,0.3,0,6.59,6.94
9.6,1951.1,378.27,29.092,737.73,85.34,0.3,0,6.95,7.2
9.65,1970.09,379.72,28.922,736.37,85.24,0.3,0,7.32,7.48
9.7,1989.14,381.16,28.752,735.0,85.15,0.3,0,7.71,7.76
9.75,2008.27,382.59,28.582,733.63,85.05,0.3,0,8.11,8.04
9.8,2027.47,384.01,28.412,732.27,84.96,0.3,0,8.53,8.33
9.85,2046.74,385.42,28.241,730.9,84.86,0.3,0,8.96,8.63
9.9,2066.09,386.82,28.07,729.53,84.77,0.3,0,9.41,8.93
9.95,2085.5,388.22,27.9,728.17,84.67,0.3,0,9.87,9.24
10.0,2104.98,389.6,27.729,726.8,84.57,0.3,0,10.35,9.56
10.05,2124.53,390.98,27.558,725.43,84.48,0.3,0,10.84,9.88
10.1,2144.14,392.35,27.387,724.07,84.38,0.3,0,11.35,10.21
10.15,2163.83,393.71,27.215,722.7,84.28,0.3,0,11.88,10.54
10.2,2183.58,395.06,27.044,721.33,84.18,0.3,0,12.42,10.88
10.25,2203.4,396.41,26.873,719.97,84.08,0.3,0,12.98,11.22
10.3,2223.29,397.74,26.701,718.6,83.98,0.3,0,13.56,11.57
10.35,2243.24,399.07,26.53,717.23,83.88,0.3,0,14.16,11.93
10.4,2263.26,400.39,26.358,715.87,83.78,0.3,0,14.77,12.3
10.45,2283.35,401.7,26.187,714.5,83.68,0.3,0,15.41,12.67
10.5,2303.5,403.0,26.015,713.13,83.58,0.3,0,16.06,13.04
10.55,2323.71,404.29,25.844,711.77,83.48,0.3,0,16.73,13.43
10.6,2343.99,405.57,25.672,710.4,83.38,0.3,0,17.42,13.81
10.65,2364.33,406.85,25.501,709.03,83.28,0.3,0,18.13,14.21
10.7,2384.74,408.12,25.329,707.67,83.18,0.3,0,18.86,14.61
10.75,2405.21,409.37,25.158,706.3,83.08,0.3,0,19.61,15.02
10.8,2425.74,410.62,24.987,704.93,82.97,0.3,0,20.38,15.44
10.85,2446.33,411.86,24.815,703.57,82.87,0.3,0,21.18,15.86
10.9,2466.99,413.1,24.644,702.2,82.77,0.3,0,21.99,16.29
10.95,2487.7,414.32,24.473,700.83,82.67,0.3,0,22.83,16.72
11.0,2508.48,415.53,24.302,699.47,82.56,0.3,0,23.69,17.16
11.05,2529.32,416.89,27.066,698.1,82.46,0.3,0,24.57,17.61
11.1,2550.24,418.23,26.894,696.73,82.35,0.3,0,25.47,18.06
11.15,2571.21,419.57,26.722,695.37,82.25,0.3,0,26.4,18.53
11.2,2592.26,420.9,26.55,694.0,82.14,0.3,0,27.35,18.99
11.25,2613.37,422.21,26.377,692.63,82.04,0.3,0,28.32,19.47
11.3,2634.55,423.53,26.205,691.27,81.93,0.3,0,29.32,19.95
11.35,2655.79,424.83,26.033,689.9,81.83,0.3,0,30.34,20.44
11.4,2677.09,426.12,25.861,688.53,81.72,0.3,0,31.39,20.93
11.45,2698.46,427.4,25.689,687.17,81.61,0.3,0,32.46,21.44
11.5,2719.9,428.68,25.516,685.8,81.51,0.3,0,33.55,21.94
11.55,2741.39,429.95,25.344,684.43,81.4,0.3,0,34.68,22.46
11.6,2762.95,431.21,25.172,683.06,81.29,0.3,0,35.83,22.98
11.65,2784.58,432.46,25.0,681.7,81.19,0.3,0,37.0,23.51
11.7,2806.26,433.7,24.828,680.33,81.08,0.3,0,38.2,24.05
11.75,2828.01,434.93,24.656,678.96,80.97,0.3,0,39.43,24.59
11.8,2849.82,436.15,24.484,677.6,80.86,0.3,0,40.69,25.15
11.85,2871.69,437.37,24.312,676.23,80.75,0.3,0,41.98,25.7
11.9,2893.61,438.58,24.14,674.86,80.64,0.3,0,43.29,26.27
11.95,2915.6,439.78,23.968,673.5,80.53,0.3,0,44.63,26.84
12.0,2937.65,440.97,23.796,672.13,80.42,0.3,0,46.0,27.42
12.05,2959.76,442.15,23.625,670.76,80.31,0.3,0,47.4,28.01
12.1,2981.92,443.32,23.453,669.4,80.2,0.3,0,48.83,28.6
12.15,3004.15,444.48,23.282,668.03,80.09,0.3,0,50.29,29.2
12.2,3026.43,445.64,23.111,666.66,79.98,0.3,0,51.78,29.81
12.25,3048.77,446.79,22.94,665.29,79.87,0.3,0,53.31,30.43
12.3,3071.17,447.92,22.769,663.93,79.76,0.3,0,54.86,31.05
12.35,3093.62,449.05,22.598,662.56,79.64,0.3,0,56.44,31.68
12.4,3116.13,450.18,22.428,661.19,79.53,0.3,0,58.06,32.32
12.45,3138.69,451.29,22.257,659.83,79.42,0.3,0,59.71,32.97
12.5,3161.31,452.39,22.087,658.46,79.31,0.3,0,61.39,33.62
12.55,3183.99,453.49,21.917,657.09,79.19,0.3,0,63.1,34.28
12.6,3206.71,454.58,21.747,655.73,79.08,0.3,0,64.85,34.95
12.65,3229.5,455.65,21.578,654.36,78.97,0.3,0,66.63,35.62
12.7,3252.33,456.73,21.408,652.99,78.85,0.3,0,68.45,36.3
12.75,3275.22,457.79,21.239,651.62,78.74,0.3,0,70.29,37.0
12.8,3298.16,458.84,21.07,650.26,78.62,0.3,0,72.18,37.69
12.85,3321.16,459.89,20.902,648.89,78.51,0.3,0,74.1,38.4
12.9,3344.21,460.92,20.733,647.52,78.39,0.3,0,76.06,39.11
12.95,3367.3,461.95,20.565,646.16,78.28,0.3,0,78.05,39.83
13.0,3390.45,462.97,20.397,644.79,78.16,0.3,0,80.07,40.56
13.05,3413.65,463.98,20.229,643.42,78.05,0.3,0,82.14,41.3
13.1,3436.9,464.98,20.062,642.05,77.93,0.3,0,84.24,42.04
13.15,3460.2,465.98,19.895,640.69,77.82,0.3,0,86.38,42.79
13.2,3483.55,466.97,19.728,639.32,77.7,0.3,0,88.56,43.55
13.25,3506.94,467.94,19.562,637.95,77.58,0.3,0,90.77,44.32
13.3,3530.4,469.12,23.444,636.59,77.47,0.3,0,93.03,45.09
13.35,3553.91,470.28,23.268,635.22,77.35,0.3,0,95.32,45.88
13.4,3577.49,471.43,23.091,633.85,77.23,0.3,0,97.66,46.67
13.45,3601.11,472.58,22.916,632.48,77.11,0.3,0,100.03,47.47
13.5,3624.8,473.72,22.74,631.12,76.99,0.3,0,102.44,48.27
13.55,3648.54,474.85,22.564,629.75,76.88,0.3,0,104.9,49.09
13.6,3672.34,475.96,22.388,628.38,76.76,0.3,0,107.39,49.91
13.65,3696.19,477.08,22.213,627.02,76.64,0.3,0,109.93,50.74
13.7,3720.1,478.18,22.038,625.65,76.52,0.3,0,112.51,51.58
13.75,3744.07,479.27,21.863,624.28,76.4,0.3,0,115.13,52.43
13.8,3768.08,480.35,21.688,622.91,76.28,0.3,0,117.8,53.28
13.85,3792.16,481.43,21.513,621.55,76.16,0.3,0,120.5,54.14
13.9,3816.28,482.5,21.339,620.18,76.04,0.3,0,123.25,55.01
13.95,3840.46,483.56,21.164,618.81,75.92,0.3,0,126.05,55.89
14.0,3864.69,484.61,20.99,617.44,75.8,0.3,0,128.89,56.78
14.05,3888.97,485.65,20.816,616.08,75.68,0.3,0,131.77,57.67
14.1,3913.31,486.68,20.642,614.71,75.56,0.3,0,134.7,58.57
14.15,3937.69,487.7,20.469,613.34,75.43,0.3,0,137.67,59.49
14.2,3962.13,488.72,20.296,611.97,75.31,0.3,0,140.69,60.4
14.25,3986.61,489.72,20.123,610.61,75.19,0.3,0,143.76,61.33
14.3,4011.15,490.72,19.95,609.24,75.07,0.3,0,146.87,62.27
14.35,4035.73,491.71,19.777,607.87,74.94,0.3,0,150.03,63.21
14.4,4060.37,492.69,19.605,606.5,74.82,0.3,0,153.24,64.16
14.45,4085.05,493.66,19.433,605.14,74.7,0.3,0,156.5,65.12
14.5,4109.78,494.62,19.261,603.77,74.57,0.3,0,159.8,66.09
14.55,4134.56,495.58,19.09,602.4,74.45,0.3,0,163.15,67.06
14.6,4159.39,496.52,18.919,601.04,74.33,0.3,0,166.56,68.05
14.65,4184.26,497.46,18.748,599.67,74.2,0.3,0,170.01,69.04
14.7,4209.18,498.39,18.577,598.3,74.08,0.3,0,173.51,70.04
14.75,4234.15,499.31,18.407,596.93,73.95,0.3,0,177.06,71.05
14.8,4259.16,500.22,18.237,595.57,73.83,0.3,0,180.67,72.06
14.85,4284.21,501.13,18.067,594.2,73.7,0.3,0,184.32,73.09
14.9,4309.31,502.02,17.898,592.83,73.58,0.3,0,188.03,74.12
14.95,4334.46,502.91,17.729,591.46,73.45,0.3,0,191.78,75.16
15.0,4359.65,503.79,17.56,590.09,73.33,0.3,0,195.59,76.21
15.05,4384.88,504.65,17.392,588.73,73.2,0.3,0,199.46,77.27
15.1,4410.16,505.52,17.224,587.36,73.08,0.3,0,203.37,78.33
15.15,4435.48,506.37,17.056,585.99,72.95,0.3,0,207.35,79.41
15.2,4460.84,507.21,16.889,584.62,72.82,0.3,0,211.37,80.49
15.25,4486.24,508.05,16.722,583.26,72.7,0.3,0,215.45,81.58
15.3,4511.68,508.88,16.555,581.89,72.57,0.3,0,219.58,82.68
15.35,4537.18,509.94,21.191,580.52,72.44,0.3,0,223.77,83.78
15.4,4562.73,510.99,21.008,579.15,72.31,0.3,0,228.02,84.89
15.45,4588.33,512.03,20.825,577.79,72.19,0.3,0,232.32,86.01
15.5,4613.98,513.06,20.642,576.42,72.06,0.3,0,236.67,87.14
15.55,4639.69,514.08,20.459,575.05,71.93,0.3,0,241.09,88.27
15.6,4665.44,515.1,20.276,573.68,71.8,0.3,0,245.56,89.42
15.65,4691.25,516.1,20.094,572.32,71.67,0.3,0,250.09,90.57
15.7,4717.1,517.1,19.912,570.95,71.54,0.3,0,254.67,91.73
15.75,4743.01,518.08,19.73,569.58,71.41,0.3,0,259.32,92.9
15.8,4768.96,519.06,19.548,568.21,71.28,0.3,0,264.02,94.07
15.85,4794.96,520.03,19.367,566.84,71.16,0.3,0,268.78,95.26
15.9,4821.01,520.99,19.186,565.48,71.03,0.3,0,273.61,96.45
15.95,4847.11,521.94,19.005,564.11,70.89,0.3,0,278.49,97.65
16.0,4873.25,522.88,18.824,562.74,70.76,0.3,0,283.43,98.86
16.05,4899.44,523.81,18.643,561.37,70.63,0.3,0,288.44,100.08
16.1,4925.68,524.74,18.463,560.01,70.5,0.3,0,293.5,101.31
16.15,4951.96,525.65,18.283,558.64,70.37,0.3,0,298.63,102.54
16.2,4978.29,526.56,18.103,557.27,70.24,0.3,0,303.82,103.78
16.25,5004.66,527.45,17.924,555.9,70.11,0.3,0,309.07,105.03
16.3,5031.08,528.34,17.745,554.53,69.98,0.3,0,314.38,106.29
16.35,5057.54,529.22,17.566,553.17,69.84,0.3,0,319.76,107.56
16.4,5084.04,530.09,17.388,551.8,69.71,0.3,0,325.2,108.83
16.45,5110.59,530.95,17.21,550.43,69.58,0.3,0,330.71,110.12
16.5,5137.18,531.8,17.032,549.06,69.45,0.3,0,336.28,111.41
16.55,5163.81,532.64,16.854,547.7,69.31,0.3,0,341.92,112.71
16.6,5190.49,533.47,16.677,546.33,69.18,0.3,0,347.62,114.02
16.65,5217.2,534.3,16.5,544.96,69.05,0.3,0,353.38,115.33
16.7,5243.96,535.12,16.324,543.59,68.91,0.3,0,359.22,116.66
16.75,5270.75,535.92,16.147,542.22,68.78,0.3,0,365.12,117.99
16.8,5297.59,536.72,15.972,540.86,68.65,0.3,0,371.08,119.33
16.85,5324.47,537.51,15.796,539.49,68.51,0.3,0,377.12,120.67
16.9,5351.38,538.29,15.621,538.12,68.38,0.3,0,383.22,122.03
16.95,5378.33,539.07,15.446,536.75,68.24,0.3,0,389.39,123.39
17.0,5405.32,539.83,15.272,535.38,68.11,0.3,0,395.63,124.77
17.05,5432.35,540.58,15.098,534.02,67.97,0.3,0,401.93,126.15
17.1,5459.42,541.33,14.924,532.65,67.84,0.3,0,408.31,127.53
17.15,5486.52,542.07,14.751,531.28,67.7,0.3,0,414.76,128.93
17.2,5513.66,542.8,14.578,529.91,67.57,0.3,0,421.27,130.33
17.25,5540.85,543.77,19.384,528.54,67.43,0.3,0,427.86,131.76
17.3,5568.09,544.72,19.191,527.18,67.3,0.3,0,434.52,133.19
17.35,5595.37,545.67,18.998,525.81,67.16,0.3,0,441.25,134.63
17.4,5622.7,546.62,18.805,524.44,67.02,0.3,0,448.05,136.07
17.45,5650.08,547.55,18.613,523.07,66.89,0.3,0,454.93,137.53
17.5,5677.5,548.47,18.42,521.7,66.75,0.3,0,461.88,138.99
17.55,5704.97,549.38,18.228,520.34,66.61,0.3,0,468.9,140.46
17.6,5732.49,550.28,18.036,518.97,66.48,0.3,0,476.0,141.94
17.65,5760.04,551.17,17.844,517.6,66.34,0.3,0,483.17,143.43
17.7,5787.65,552.05,17.653,516.23,66.2,0.3,0,490.42,144.92
17.75,5815.29,552.93,17.462,514.86,66.06,0.3,0,497.74,146.42
17.8,5842.98,553.79,17.271,513.49,65.92,0.3,0,505.14,147.93
17.85,5870.72,554.65,17.081,512.13,65.79,0.3,0,512.61,149.45
17.9,5898.49,555.49,16.89,510.76,65.65,0.3,0,520.16,150.98
17.95,5926.31,556.33,16.7,509.39,65.51,0.3,0,527.78,152.51
18.0,5954.16,557.15,16.511,508.02,65.37,0.3,0,535.49,154.06
18.05,5982.06,557.97,16.321,506.65,65.23,0.3,0,543.27,155.61
